news ID,url,title,time,content
apl201706041558000,http://www.appledaily.com.tw/realtimenews/article/sports/20170604/1132759/【有片】普霍斯用滿貫砲寫紀錄　生涯600轟史上第9人,【有片】普霍斯用滿貫砲寫紀錄　生涯600轟史上第9人,2017/06/04 15:58,（更新影片）天使重砲普霍斯(Albert Pujols)今天在4局下轟出滿貫砲，成為大聯盟史上第9位生涯600轟打者。挨轟苦主是雙城先發投手山塔那(Ervin Santana)，他在2出局後保送前次轟出陽春砲的卡洪(Kole Calhoun)，在滿壘時面對普霍斯，結果在2好1壞球數領先時挨轟，成了紀錄本上陪榜的人物。天使也靠普霍斯這一轟，以7比1領先。普霍斯以37歲139天，成為史上第4年輕生涯600轟俱樂部成員，下一個要挑戰目標同樣來自多明尼加同胞索沙(Sammy Sosa)的609轟，普霍與索沙也是600轟俱樂部成員中僅有2名非美國出生球員。(王覺一／綜合報導)出版時間：11:56更新時間：15:58
apl201706041558001,http://www.appledaily.com.tw/realtimenews/article/politics/20170604/1132781/扁週二擬出席高醫音樂會　陳順勝：這是療程,扁週二擬出席高醫音樂會　 陳順勝：這是療程,2017/06/04 15:58,（新增:陳致中回應）高等法院日前寄發傳票要前總統陳水扁7月7日出庭，以評估扁身體狀態，是否適合重啟二次金改等案件調查，而此時，高雄醫學大學聲樂社也發出邀請函，邀請扁後天晚上參加該社所辦「說說故事」音樂會，會中社員將演唱「阿母的目屎」、「情批的花香」、「等待天亮的花叢」、「台灣是咱的」等扁在獄中所填詞的曲目。扁醫療小組成員、高雄長庚醫院名譽副院長陳順勝在臉書寫著，這是「(高醫大聲樂社邀約)台灣民間送來溫暖」，他也評估此為對扁合適的治療行程，「阿扁總統已向中監提出申請，高醫音樂會是為阿扁總統而唱，阿扁總統會去！」。但據了解，中監尚未批准。陳水扁之子陳致中則說，「尊重醫療專業意見」。陳順勝說，司法部門現於媒體發聲要重啟五大案，還發出7月7日要傳阿扁總統的傳票，對扁根本是種「凌虐」，讓有重度憂鬱症與創傷後壓力症候群的阿扁，持續處於心靈重大壓力。對有外界認為扁可參加凱達格蘭基金會餐會，後天又欲參加高醫大音樂會，為何不能到法院出庭?陳順勝說，扁到凱達格蘭基金會餐會或高醫大音樂會，會遇到的都是對他友善，給他溫暖的支持者，但到法院是處在一個充滿壓力的環境下，「一般人上法庭都有壓力，何況阿扁是位病人。」「法院審理是與阿扁發病有因果關係的凌虐。」高醫大聲樂社音樂會是在後天(6日)晚間7時30分，於高雄大東文化藝術中心舉辦，會中高醫大聲樂團成員與音樂家王明哲將在會中發表由4首由陳水扁在獄中作詞、王明哲譜的歌曲，包括「阿母的目屎」、「情批的花香」、「等待天亮的花叢」、「台灣是咱的」等曲目。(吳慧芬／高雄報導)出版:12:32更新:15:58 
apl201706041557000,http://www.appledaily.com.tw/realtimenews/article/entertainment/20170604/1132641/【有片】豬哥亮棺木將遶行板橋　陣頭3大隊送葬,【有片】豬哥亮棺木將遶行板橋　陣頭3大隊送葬,2017/06/04 15:57,(更新：新增影片)豬哥亮告別式將在6月20日舉行，新北市議員周勝考似表示，告別式當天，不但會有陣頭，豬哥亮的棺木將一路從板橋殯儀館遶境遶到中正路、鎮發宮跟新海路等共5個據點。《蘋果》即時報導，豬哥亮告別式將在20日舉辦，卻爆發家屬和康凱所屬的中華演藝總工會意見分岐。康凱到靈堂致意，原本講好要幫家屬發訃聞给豬哥亮圈內好友，但康凱表示，完全看不懂家屬给的名單。康凱認為憑豬哥亮秀場天王的地位，告別式應發動演藝人員一起參與，而不是家屬自己關起門作；康凱也不滿訃聞上沒提到治喪委員會，覺有不被尊重感。周勝考說：「豬哥亮生前就委託鎮發宮辦告別式，我們協辦，所以沒成立治喪委員會，訃聞連豬大哥兒子名字都沒進去，對所有關心豬大哥的藝人也感到抱歉。」表示因經費有限，無法辦得像高凌風告別式一樣風光。周勝考並透露，豬哥亮告別式當天，棺木將一路從板橋殯儀館遶行到中正路、鎮發宮跟新海路等共5個據點，該據點都是豬哥亮生前常出入的地方和宮廟，也是豬哥亮生前交代要完成的遺願。周勝考補充表示當天將由國光儀隊、北管和獅子隊共3支隊伍一起陪同豬哥亮棺木繞境，隊伍人數合計約200人，場面壯觀，讓豬哥亮風光熱鬧走完最後一程。許多網友在新聞底下留言討論：「我看順便環島好了」、「繞境加上陣頭 ？？媽祖出巡膩 ？」、「繞境也是習俗的一環，走玩一圈到葬的地方，再從那繞回來，原因是希望他記得回家的路啊」。（即時新聞中心、蔡維歆／綜合報導）出版時間 08：15更新時間 15：57
apl201706041557001,http://www.appledaily.com.tw/realtimenews/article/life/20170604/1132675/【交通不斷更新】豪雨影響　今國內航班取消20班次,【交通不斷更新】豪雨影響　今國內航班取消20班次,2017/06/04 15:57,（新增影片）全台受到豪雨影響，鐵路、公路部分路段交通受到影響，相關單位也積極搶修中，民眾外出應特別注意交通狀況。（生活中心／台北報導）14:13 受到豪雨影響，截至今天下午2時，今日包括立榮松山飛南竿、北竿等5班，合計全台國內線共取消20班，另有5班延誤，國際線部分並未有取消班次，但有2班受到延誤。豪雨影響 今國內航班共取消20班次13:39 公路總局統計至今天下午1時，仍有7個路段因為災情影響封閉，包括台8線中橫公路大禹嶺路段(109k)、台8線中橫公路德基路段(63k)、台14線埔霧公路廬山路段(88k)、台20線南橫公路勤和路段(92k)、台20線南橫公路向陽至利稻路段(153k~175k)，台21線新中橫公路望高路段(115k)、台29線那瑪夏至五里埔路段(11k~23k)。暴雨影響 7公路路段今下午仍封閉13:07 連日豪雨導致集集支線中斷，經過台鐵局搶修後，已於中午12時55分恢復正常，將自2715次(二水下午1時20分開車)起，恢復正常行駛。台鐵集集支線　下午1時20分起恢復正常行駛10:26 因為連日豪大雨造成路面積水及部分道路封閉，公路總局說，今天上午共計有85條公路客運路線停駛及部分路線不停靠站位，提醒民眾留意，包括：員林客運、彰化客運聯營【6870】臺中－溪頭停駛、彰化客運【6930】鄉親寮－大坑停駛、台中客運北港線【9015】北港線和【9016】台西四湖線停駛等。豪雨續襲台 全台85條公路客運今停駛08:52 因應0602豪雨，公路總局說到目前為止，仍有8個省道路段受到災情影響封閉，另有7個路段實施預警性封閉，將視今天中午天候狀況再決定是否開放，民眾可撥打服務電話0800231035或每間隔5公里里程牌上的養護單位電話查詢。暴雨影響 8公路路段　今上午仍封閉08:40 台鐵局表示，今天集集支線因受豪雨影響，二水至集集間路線狀況不佳、集集至水里間因土石流中斷搶修中，台鐵工務段預估下午1時才能搶修完成，目前該支線列車停駛。集集支線停駛　下午１時搶修完成出版時間：08:52更新時間：15:57
apl201706041554000,http://www.appledaily.com.tw/realtimenews/article/local/20170604/1132870/男子冒雨跳海　警消破浪搜救無所獲,男子冒雨跳海　警消破浪搜救無所獲,2017/06/04 15:54,高雄愛河出海口今下午發生落水意外，一名年約57歲男子，不知何故突然蹤身跳海，警消獲報馳援，已放下多艘小艇在水面搜救，不過因連日豪大雨，愛河水位高漲，風浪不小，搜救困難，至今仍無所獲。苓雅警分局成功派出所所長陳榮輝表示，3點多接獲報案，有一名男子跳海。目擊者指出，男子跳海地點在光榮碼頭附近，男子穿著短褲，不知何故站在碼頭邊，突然縱身往下跳，在水面載浮載沉，沒多久就不見蹤影。（羅琦文、林錫淵／高雄報導）《蘋果》關心你自殺解決不了問題，卻留給家人無比悲痛。請珍惜生命。再給自己一次機會自殺防治諮詢安心專線：0800-788995（24小時） 生命線協談專線：1995 張老師專線：1980 
apl201706041552000,http://www.appledaily.com.tw/realtimenews/article/life/20170604/1132856/撤離民眾返家清理　嘆「不知道怎麼辦」,撤離民眾返家清理　嘆「不知道怎麼辦」,2017/06/04 15:52,（更新：新增影片）彰化縣昨天因淹水撤離民眾今天上午陸續返家，進行家園清理工作，溪州鄉周姓民眾說，昨天家裡屋內淹到膝蓋、屋外淹到腰部，3機車、1汽車都受損、發不動，家裡物品都被泡壞，全部都要丟掉，損失數十萬元，面對滿室汙泥，還要開始打起精神清掃，大嘆「不知道有誰能來幫我們！」彰化縣長魏明谷今天前往探視溪州鄉榮光村因淹水安置的村民及員林市溝皂里昨日大雨淹水的部分居民。居民均已返家清理滿是泥濘的住家，地板覆滿泥水，床鋪、家具都遭殃，還有民眾汽機車泡水無法發動。周姓民眾說「昨晚8點多雨還很小，原以為只是下一點雨就不在意跑去睡覺，沒想到半夜不到2小時就醃起來了」。溪州鄉長黃盛祿說，昨天深夜榮光村三號圳溢堤，低窪處甚至淹到腰部，必須搭橡皮艇才能進入，因擔心有潰堤危險，趕緊在消防隊與警方協助下，將較低漥處的松柏老人長期照護中心48位好人家疏散至名倫護理之家，居民疏散23人至榮光村活動中心，共計疏散71人，大水到今天凌晨3時許才逐漸退去。魏明谷表示，豪大雨對彰化山腳路一帶影響較為嚴重，如員林、社頭至田中等地，這次至田中勘查稻田倒伏等農業損失情況，有些地勢低窪的聚落也有積水問題，深入了解後將進行排水改善工程，也期望極力爭取更多前瞻基礎建設計畫裡的城鄉建設及水環境建設經費，提升在地治山防洪能力及整治低窪地區防水。農業處整理彰化縣農損部分包括竹塘鄉、溪州鄉、二水鄉、田中鎮、永靖鄉，災損農作物有太空包香菇、一期水稻、食用玉米、苦瓜、辣椒、苗圃，多為浸水、倒伏、落果，損害程度5％，換算無收穫面積15.43公頃。目前其餘農損陸續回報鍾，縣府表示將依農委會「農產業天然災害救助作業要點」辦理查報及通報。（鄧惠珍、詹智淵／彰化報導）出版時間：15:19更新時間：15:52 
apl201706041548000,http://www.appledaily.com.tw/realtimenews/article/sports/20170604/1132640/【更新】LPGA夏普瑞菁英賽R2　曾雅妮本季首晉級,【更新】LPGA夏普瑞菁英賽R2　曾雅妮本季首晉級,2017/06/04 15:48,更新：曾雅妮賽後感言15點48分曾雅妮說：「呼！終於晉級了，心裡的壓力也比較小了一點，這個星期我的新教練有來看我練球，給我不少穩定的力量，我們共同的目標，就是不管能不能晉級，只要桿數一天比一天進步就好，很開心我們達成目標，希望最後一天的成績可以再進步，也希望快一整年沒晉級的厄運可以就此消失。」07點53分LPGA(Ladies Professional Golf Association，女子職業高爾夫巡迴賽)夏普瑞菁英賽今天進行第2回合，台灣名將曾雅妮抓4鳥、吞4柏忌繳出71桿，以2天高於標準3桿的145桿、並列第68名壓線晉級，這是妮妮今年10戰以來首度晉級，也是進帳的第1筆獎金。曾雅妮首回合繳出74桿，又身處於淘汰範圍內，不過她在第2回合穩住陣腳，前14洞打完雖一度高於標準6桿，但接著15~17洞連抓3鳥，順利以並列第68名壓線晉級。事實上，夏普瑞菁英賽是曾雅妮本季參加的第10場比賽，前9場除了不設淘汰線的泰國女子賽以外卡參賽獲得並列第14名外，其餘8場都被淘汰，根據規定，若球員以外卡或者受邀性質參加沒有淘汰賽事的球員，獎金雖可以照拿，但不會列入LPGA獎金榜計算，才導致曾雅妮本季獎金榜始終掛零。台灣老將龔怡萍並列第48名晉級最佳，另外包括徐薇淩、李旻也都壓線晉級，程思嘉、錢珮芸則遭到淘汰。(黎建忠／綜合報導)
apl201706041546000,http://www.appledaily.com.tw/realtimenews/article/international/20170604/1132850/少女與母親爭吵跳樓　墜7樓壓死婦人,少女與母親爭吵跳樓　墜7樓壓死婦人,2017/06/04 15:46,（新增影片）中國四川一名少女與母親爭吵，一氣之下跳下7樓，結果砸死一名路過女子。鳳凰網報導，上周四（1日）14時許，就讀儀隴縣二中高二學生17歲尹姓少女，因瑣事和母親發生爭執，接著竟從7樓自宅窗戶跳下，路人彭女（41歲）路過不幸被砸中死亡。現場畫面可見，醫護人員趕到現場分為兩組，分別替兩人急救。事發後民眾跑到現場圍觀，導致空氣混濁，還有大媽拿出手機穿梭想拍照，遭救護員喝斥。彭姓女子最終不治，跳樓的少女中傷仍在醫院。（大陸中心／綜合外電報導）《蘋果》關心你自殺解決不了問題，卻留給家人無比悲痛。請珍惜生命。再給自己一次機會自殺防治諮詢安心專線：0800-788995（24小時） 生命線協談專線：1995 張老師專線：1980發稿時間：15:21更新時間：15:46 
apl201706041545000,http://www.appledaily.com.tw/realtimenews/article/entertainment/20170604/1132845/Airbnb照「騙」很大　黃小柔連滾帶爬換飯店,Airbnb照「騙」很大　黃小柔連滾帶爬換飯店,2017/06/04 15:45,女星黃小柔與老公王睿結婚3年，育有2歲兒子小橘子、5個月大女兒小桃子，日前又宣布懷第三胎，家中喜事連連。她近日與家人到中國北京旅遊，住宿規劃是希望讓整個家住在同一個空間吃吃喝喝，小孩可以跑來跑去，因此使用知名網站「Airbnb」訂房，豈料實際入住後民宿環境與刊登照片差異太大，令她非常無語，未來不考慮使用「Airbnb」訂房。黃小柔在臉書公布民宿照，透露他們只入住一晚，今天一早大家起床整理行李，連滾帶爬的直接換到飯店，也呼籲「千萬不要相信照片」、「以後不給機會了，真的是無語」。據查該照片來自「Airbnb」北京天安門區的民宿，照片中燈光明亮頗有設計感，不過房客對房東評價兩極，有人認為該民宿適合全家入住、附近很多商場，另有人反映廁所有異味、房東較難聯繫等；網友則建議黃小柔「可以留言給差評」，也有人敲碗想看實際現場照。（娛樂中心／綜合報導）
apl201706041032000,http://www.appledaily.com.tw/realtimenews/article/life/20170604/1132689/「50年最誇張淹水」　沖斷埔里愛村橋,「50年最誇張淹水」　沖斷埔里愛村橋,2017/06/04 10:32,惡水暗夜肆虐，南投縣埔里鎮、草屯鎮、竹山鎮昨夜再傳多處淹水嚴重傳出災情。南港溪水暴漲沖刷埔里鎮愛村橋，昨日晚間應聲斷裂，整座橋面崩塌數截，埔里警方已拉封鎖線封閉，呼籲用路人改道。愛村橋為埔里鎮愛蘭地區民眾通行的重要橋梁之一，在九二一大地震受損後，於16年前改建，去年初才由南投縣府向中央爭取補助進行修繕工程，竟不堪昨日大雨下陷垮落，昨日晚間附近民眾發現後，先以自家車輛擋住橋頭再通知警方管制，善行之舉讓許多網友大力讚揚。中潭公路草屯鎮陳府將軍廟前路段，昨天晚間大雨不斷，陣陣雨勢又急又快，路面成了河道，沿途兩部車輛拋錨水中，有熱心民眾駕駛加高四輪傳動車輛協助附近居民安置到地勢較高的超商，看著眼前景象難以置信，直說感覺真像「遊車河」。南埔里里長李士吉說，居住該地50年第一次看到淹成這麼誇張！原因在於隘寮溪水暴漲，區域排水不及滿溢回地勢較低區域，路面水深達半個車身高，在廟後面民宅甚至淹到一公尺高，一戶民宅甚至淹了半層樓。今日上午利用雨勢暫歇，民眾全家總動員清理家園，心情滿是無奈。（魏嘉良／南投報導）
